project,detector,file,function,info,found_in_audit
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-inputs,shift.circom,ShR,in[0..3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-inputs,shift.circom,ShR512,in[0..6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-inputs,shift.circom,ShR512,in[0..7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,BinAdd,out[0..132],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,BinAdd,out[0..254],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,BinAdd,out[0..255],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,BinAdd,out[0..259],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,BinAdd,out[0..386],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,fulladder,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binadd.circom,fulladder,val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binsub.circom,BinSub,out[0..253],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,binsub.circom,BinSub,out[0..254],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,BinMulFast,out[0..131],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,BinMulFast,out[0..258],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,BinMulFast,out[0..385],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[0],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,chunkedmul.circom,ChunkedMul,out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,lt.circom,LessThanBounded,out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,lt.circom,LessThanPower,out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,modulus.circom,ModulusWith252c,out[0..253],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-outputs,pointcompress.circom,PointCompress,out[255],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,binsub.circom,BinSub,add1ToFlipped.out[253],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,binsub.circom,BinSub,add1ToFlipped.out[254],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,binsub.circom,BinSub,addWithComplement.out[253],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,binsub.circom,BinSub,addWithComplement.out[254],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,chunkedmul.circom,BinMulFast,adders[0..17].out[385],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,chunkedmul.circom,BinMulFast,adders[0..2].out[131],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,chunkedmul.circom,BinMulFast,adders[0..8].out[258],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,modulus.circom,ModulusAgainst2PChunked51,mux.out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,pointcompress.circom,PointCompress,mod_x.out[1..3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,scalarmul.circom,ScalarMul,bits[253].dblOut[0..12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,scalarmul.circom,ScalarMul,sub_t.underflow,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,scalarmul.circom,ScalarMul,sub_x.underflow,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,verify.circom,Ed25519Verifier,addRH.R[9..12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,verify.circom,Ed25519Verifier,pMul1.sP[9..12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,uc-subcmp-outputs,verify.circom,PointEqual,and2[0].out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,binadd.circom,fulladder,bit1:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,binadd.circom,fulladder,bit2:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,binadd.circom,fulladder,carry:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..10]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..11]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..12]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..13]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..14]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..15]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..16]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..17]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..18]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..20]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..2]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..3]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..4]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..5]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..6]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..7]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..8]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0..9]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,carry[0]:lt[0].in:out[0],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..10]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..10]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..10]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..11]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..12]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..13]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..14]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..15]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..17]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..2]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..3]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..3]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..4]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..5]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..6]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..6]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..7]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..7]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..8]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0..9]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in1[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..10]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..3]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..3]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..7]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0..7]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,in2[0]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..10]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..112]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..11]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..12]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..13]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..14]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..15]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..15]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..17]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..190]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..24]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..2]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..3]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..4]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..5]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..6]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..7]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..8]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..91]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0..9]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,pp[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..10]:lt[10].in:out[10],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..11]:lt[11].in:out[11],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..12]:lt[12].in:out[12],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..13]:lt[13].in:out[13],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..14]:lt[14].in:out[14],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..15]:lt[15].in:out[15],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..16]:lt[16].in:out[16],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..17]:lt[17].in:out[17],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..19]:lt[19].in:out[19],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..2]:lt[2].in:out[2],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..3]:lt[3].in:out[3],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..4]:lt[4].in:out[4],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..5]:lt[5].in:out[5],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..6]:lt[6].in:out[6],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..7]:lt[7].in:out[7],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..8]:lt[8].in:out[8],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0..9]:lt[9].in:out[9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,chunkedmul.circom,ChunkedMul,sum[0]:lt[1].in:out[1],Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,lt.circom,LessThanBounded,in[0..2]:out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,lt.circom,LessThanPower,in:out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/batchverify,wit-constr-diff,pointcompress.circom,PointCompress,mod_x.out[0]:out[255],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd1,uc-outputs,binadd.circom,BinAdd,out[0..9],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd1,uc-outputs,binadd.circom,fulladder,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd1,uc-outputs,binadd.circom,fulladder,val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd1,wit-constr-diff,binadd.circom,fulladder,bit1:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd1,wit-constr-diff,binadd.circom,fulladder,bit2:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd1,wit-constr-diff,binadd.circom,fulladder,carry:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd2,uc-outputs,binadd.circom,BinAdd,out[0..257],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd2,uc-outputs,binadd.circom,fulladder,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd2,uc-outputs,binadd.circom,fulladder,val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd2,wit-constr-diff,binadd.circom,fulladder,bit1:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd2,wit-constr-diff,binadd.circom,fulladder,bit2:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binadd2,wit-constr-diff,binadd.circom,fulladder,carry:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,uc-outputs,binadd.circom,BinAddIrregular,out[0..57],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,uc-outputs,binadd.circom,fulladder,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,uc-outputs,binadd.circom,fulladder,val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,uc-outputs,binadd.circom,onlycarry,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,wit-constr-diff,binadd.circom,fulladder,bit1:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,wit-constr-diff,binadd.circom,fulladder,bit2:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,wit-constr-diff,binadd.circom,fulladder,carry:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,wit-constr-diff,binadd.circom,onlycarry,bit:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binaddirr,wit-constr-diff,binadd.circom,onlycarry,carry:carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,uc-outputs,binadd.circom,BinAdd,out[0..145],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,uc-outputs,binadd.circom,fulladder,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,uc-outputs,binadd.circom,fulladder,val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,uc-outputs,chunkedmul.circom,BinMul,out[0..144],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,uc-subcmp-outputs,chunkedmul.circom,BinMul,adders[0..40].out[144],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,wit-constr-diff,binadd.circom,fulladder,bit1:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,wit-constr-diff,binadd.circom,fulladder,bit2:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmul1,wit-constr-diff,binadd.circom,fulladder,carry:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,uc-outputs,binadd.circom,BinAdd,out[0..145],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,uc-outputs,binadd.circom,fulladder,carry_out,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,uc-outputs,binadd.circom,fulladder,val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,uc-outputs,chunkedmul.circom,BinMulFast,out[0..144],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,uc-subcmp-outputs,chunkedmul.circom,BinMulFast,adders[0..2].out[144],Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,wit-constr-diff,binadd.circom,fulladder,bit1:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,wit-constr-diff,binadd.circom,fulladder,bit2:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast1,wit-constr-diff,binadd.circom,fulladder,carry:carry_out:val,Yes
zksolid-paper/benchmarks/ed25519-099d19c/binmulfast51,non-det-wit,lt.circom,LessThanPower,in,Yes
